C-1,C-2,C-3,C-4,C-5,C-6,C-7,C-8,C-9,C-10,C-11,C-12,C-13,C-14,C-15,C-16,C-17,C-18,C-19,C-20,C-21,C-22,C-23,C-24,C-25,C-26,C-27,C-28,C-29,C-30,C-31,C-32,C-33,C-34,C-35,C-36,C-37,C-38,C-39,C-40,C-41,C-42,C-43,C-44,C-45,C-46,C-47,C-48,C-49,C-50,C-51,C-52,C-53,C-54,C-55,C-56,C-57,C-58,C-59,C-60,C-61,C-62,C-63,C-64,C-65,C-66,Label
3.50E-02,1.80E-02,2.30E-02,1.80E-02,1.60E-02,1.30E-02,4.00E-03,9.00E-03,1.60E-02,9.00E-03,1.10E-02,1.50E-02,9.00E-03,1.10E-02,2.10E-02,2.70E-02,2.10E-02,4.00E-03,8.00E-03,1.70E-02,1.20E-02,4.00E-03,5.00E-03,1.40E-02,5.00E-03,3.00E-03,4.00E-03,6.00E-03,1.40E-02,9.00E-03,7.00E-03,1.30E-02,2.80E-02,7.00E-03,1.00E-02,9.00E-03,9.00E-03,8.00E-03,3.00E-03,8.00E-03,1.00E-02,3.00E-03,7.00E-03,1.60E-02,1.20E-02,9.00E-03,1.10E-02,1.70E-02,1.20E-02,1.30E-02,9.00E-03,2.20E-02,1.30E-02,1.00E-02,6.00E-03,1.10E-02,2.20E-02,1.30E-02,1.40E-02,1.30E-02,2.20E-02,1.20E-02,2.30E-02,2.80E-02,8.20E-02,1.04E-01,COLD
1.90E-02,8.00E-03,1.40E-02,1.90E-02,1.70E-02,6.00E-03,5.00E-03,5.00E-03,1.40E-02,1.30E-02,1.30E-02,6.00E-03,2.40E-02,1.60E-02,1.90E-02,2.40E-02,1.70E-02,5.00E-03,1.90E-02,2.40E-02,1.10E-02,3.00E-03,6.00E-03,6.00E-03,3.00E-03,5.00E-03,5.00E-03,6.00E-03,9.00E-03,9.00E-03,1.70E-02,8.00E-03,8.00E-03,6.00E-03,3.00E-03,1.70E-02,1.40E-02,9.00E-03,5.00E-03,1.90E-02,1.10E-02,1.40E-02,6.00E-03,1.40E-02,1.10E-02,5.00E-03,9.00E-03,1.90E-02,1.70E-02,1.40E-02,9.00E-03,2.00E-02,2.20E-02,8.00E-03,3.00E-03,1.40E-02,6.00E-03,1.60E-02,2.20E-02,1.70E-02,1.70E-02,1.70E-02,1.60E-02,5.70E-02,7.66E-02,1.02E-01,COLD
2.60E-02,1.60E-02,2.20E-02,2.00E-02,1.80E-02,1.10E-02,5.00E-03,1.60E-02,2.00E-02,9.00E-03,8.00E-03,1.30E-02,1.30E-02,1.30E-02,2.30E-02,2.40E-02,2.20E-02,1.00E-02,9.00E-03,1.60E-02,1.60E-02,6.00E-03,6.00E-03,7.00E-03,8.00E-03,3.00E-03,4.00E-03,3.00E-03,7.00E-03,4.00E-03,1.30E-02,1.60E-02,2.10E-02,1.30E-02,1.00E-02,2.00E-02,8.00E-03,1.00E-02,3.00E-03,1.00E-02,1.30E-02,7.00E-03,8.00E-03,1.20E-02,1.10E-02,6.00E-03,9.00E-03,1.20E-02,1.40E-02,1.20E-02,9.00E-03,1.70E-02,1.50E-02,7.00E-03,4.00E-03,8.00E-03,2.30E-02,1.30E-02,2.00E-02,1.00E-02,2.00E-02,1.10E-02,2.10E-02,2.60E-02,8.47E-02,1.04E-01,COLD
3.30E-02,1.60E-02,3.30E-02,2.20E-02,1.80E-02,1.40E-02,7.00E-03,1.30E-02,2.70E-02,8.00E-03,1.60E-02,9.00E-03,1.40E-02,1.20E-02,1.60E-02,1.80E-02,2.60E-02,1.20E-02,7.00E-03,1.40E-02,1.70E-02,4.00E-03,6.00E-03,1.10E-02,1.10E-02,4.00E-03,4.00E-03,7.00E-03,1.10E-02,9.00E-03,1.10E-02,1.40E-02,3.20E-02,1.20E-02,1.20E-02,1.30E-02,1.00E-02,9.00E-03,6.00E-03,9.00E-03,1.40E-02,1.20E-02,7.00E-03,1.00E-02,9.00E-03,6.00E-03,1.00E-02,1.50E-02,1.40E-02,1.10E-02,8.00E-03,1.10E-02,1.40E-02,1.10E-02,7.00E-03,1.10E-02,1.70E-02,9.00E-03,1.60E-02,1.40E-02,1.10E-02,1.80E-02,1.80E-02,1.40E-02,7.59E-02,9.23E-02,COLD
3.80E-02,2.10E-02,2.40E-02,2.30E-02,2.20E-02,1.60E-02,5.00E-03,1.20E-02,2.60E-02,1.70E-02,8.00E-03,1.30E-02,1.70E-02,1.70E-02,1.50E-02,1.70E-02,3.10E-02,1.40E-02,1.20E-02,1.30E-02,1.70E-02,1.20E-02,6.00E-03,1.30E-02,1.00E-02,7.00E-03,4.00E-03,5.00E-03,1.50E-02,1.10E-02,8.00E-03,1.10E-02,2.30E-02,1.10E-02,1.50E-02,1.30E-02,1.20E-02,9.00E-03,5.00E-03,9.00E-03,1.10E-02,4.00E-03,5.00E-03,6.00E-03,8.00E-03,6.00E-03,5.00E-03,1.10E-02,1.50E-02,9.00E-03,1.40E-02,1.60E-02,1.90E-02,1.20E-02,9.00E-03,1.00E-02,1.40E-02,7.00E-03,1.00E-02,6.00E-03,1.40E-02,1.50E-02,1.00E-02,1.60E-02,7.50E-02,9.56E-02,COLD
1.90E-02,2.00E-02,1.20E-02,1.70E-02,2.60E-02,1.40E-02,7.00E-03,2.30E-02,1.10E-02,1.20E-02,6.00E-03,2.00E-02,2.00E-02,1.60E-02,9.00E-03,2.00E-02,2.50E-02,1.50E-02,1.90E-02,1.80E-02,1.90E-02,6.00E-03,8.00E-03,9.00E-03,6.00E-03,6.00E-03,6.00E-03,6.00E-03,2.40E-02,1.30E-02,1.50E-02,1.60E-02,1.10E-02,5.00E-03,5.00E-03,1.00E-02,9.00E-03,7.00E-03,4.00E-03,1.50E-02,4.00E-03,6.00E-03,4.00E-03,1.00E-02,1.40E-02,9.00E-03,7.00E-03,1.60E-02,1.40E-02,2.90E-02,1.20E-02,2.00E-02,2.30E-02,1.50E-02,6.00E-03,2.10E-02,1.10E-02,1.00E-02,8.00E-03,9.00E-03,1.60E-02,2.70E-02,8.00E-03,1.60E-02,7.16E-02,8.90E-02,COLD
3.60E-02,2.00E-02,2.90E-02,3.10E-02,1.50E-02,7.00E-03,9.00E-03,8.00E-03,3.10E-02,1.70E-02,1.60E-02,1.20E-02,1.90E-02,1.00E-02,2.60E-02,1.70E-02,2.90E-02,5.00E-03,1.80E-02,7.00E-03,1.00E-02,3.00E-03,6.00E-03,6.00E-03,8.00E-03,8.00E-03,3.00E-03,6.00E-03,9.00E-03,8.00E-03,8.00E-03,8.00E-03,3.60E-02,7.00E-03,1.50E-02,2.00E-02,2.10E-02,8.00E-03,5.00E-03,9.00E-03,1.20E-02,8.00E-03,8.00E-03,1.10E-02,1.10E-02,6.00E-03,6.00E-03,9.00E-03,1.50E-02,8.00E-03,1.50E-02,1.40E-02,1.30E-02,8.00E-03,3.00E-03,9.00E-03,2.60E-02,1.10E-02,1.20E-02,3.00E-03,1.30E-02,8.00E-03,1.30E-02,1.30E-02,8.16E-02,1.01E-01,COLD
4.60E-02,1.70E-02,2.30E-02,3.00E-02,1.50E-02,7.00E-03,7.00E-03,1.40E-02,1.70E-02,1.50E-02,1.00E-02,1.20E-02,1.70E-02,1.40E-02,1.60E-02,2.30E-02,2.70E-02,7.00E-03,1.30E-02,9.00E-03,1.40E-02,3.00E-03,3.00E-03,5.00E-03,5.00E-03,2.00E-03,2.00E-03,8.00E-03,1.00E-02,8.00E-03,1.00E-02,1.50E-02,2.10E-02,8.00E-03,7.00E-03,1.70E-02,1.30E-02,6.00E-03,2.00E-03,8.00E-03,1.10E-02,5.00E-03,8.00E-03,1.20E-02,1.10E-02,7.00E-03,1.20E-02,1.30E-02,2.20E-02,1.10E-02,1.00E-02,1.30E-02,1.40E-02,8.00E-03,6.00E-03,1.60E-02,2.00E-02,7.00E-03,1.60E-02,1.10E-02,1.90E-02,1.40E-02,1.80E-02,2.20E-02,8.23E-02,1.05E-01,COLD
2.10E-02,8.00E-03,1.00E-02,1.50E-02,2.60E-02,1.30E-02,3.00E-03,8.00E-03,1.80E-02,8.00E-03,5.00E-03,2.10E-02,8.00E-03,1.30E-02,1.00E-02,1.30E-02,2.30E-02,2.10E-02,2.10E-02,1.00E-02,2.30E-02,1.00E-02,8.00E-03,2.10E-02,0.00E+00,0.00E+00,8.00E-03,1.00E-02,8.00E-03,2.10E-02,8.00E-03,3.30E-02,5.00E-03,1.50E-02,1.00E-02,8.00E-03,3.00E-03,1.00E-02,3.00E-03,8.00E-03,1.00E-02,8.00E-03,5.00E-03,1.00E-02,8.00E-03,1.80E-02,3.00E-03,2.60E-02,5.00E-03,5.00E-03,1.00E-02,8.00E-03,2.30E-02,2.80E-02,5.00E-03,3.30E-02,1.30E-02,8.00E-03,1.50E-02,1.30E-02,5.00E-03,3.80E-02,2.80E-02,3.30E-02,7.44E-02,8.44E-02,COLD
3.60E-02,1.80E-02,1.70E-02,1.80E-02,2.20E-02,9.00E-03,7.00E-03,1.80E-02,1.70E-02,8.00E-03,1.20E-02,8.00E-03,1.60E-02,1.30E-02,2.10E-02,1.90E-02,2.00E-02,6.00E-03,1.10E-02,1.50E-02,1.10E-02,6.00E-03,1.10E-02,8.00E-03,7.00E-03,7.00E-03,1.00E-02,8.00E-03,1.50E-02,8.00E-03,1.20E-02,1.00E-02,1.70E-02,1.60E-02,7.00E-03,1.70E-02,7.00E-03,8.00E-03,7.00E-03,9.00E-03,1.10E-02,9.00E-03,8.00E-03,1.70E-02,1.20E-02,1.00E-02,5.00E-03,1.20E-02,1.70E-02,1.50E-02,1.10E-02,1.90E-02,1.20E-02,1.20E-02,8.00E-03,1.00E-02,2.10E-02,7.00E-03,1.50E-02,7.00E-03,1.90E-02,1.10E-02,1.10E-02,2.40E-02,8.39E-02,1.03E-01,COLD
3.70E-02,1.70E-02,2.20E-02,2.90E-02,1.50E-02,9.00E-03,1.00E-02,1.50E-02,2.60E-02,1.00E-02,1.20E-02,1.00E-02,2.10E-02,1.50E-02,1.80E-02,2.20E-02,2.00E-02,1.10E-02,1.10E-02,1.20E-02,1.10E-02,5.00E-03,3.00E-03,8.00E-03,1.20E-02,4.00E-03,5.00E-03,4.00E-03,1.20E-02,8.00E-03,1.00E-02,1.40E-02,3.10E-02,1.00E-02,1.50E-02,1.90E-02,1.30E-02,4.00E-03,4.00E-03,9.00E-03,1.40E-02,6.00E-03,6.00E-03,7.00E-03,9.00E-03,5.00E-03,8.00E-03,7.00E-03,1.90E-02,1.10E-02,1.00E-02,1.60E-02,1.40E-02,9.00E-03,7.00E-03,1.20E-02,2.10E-02,1.10E-02,1.00E-02,9.00E-03,1.40E-02,1.30E-02,1.60E-02,2.10E-02,7.89E-02,1.00E-01,COLD
4.60E-02,1.50E-02,2.70E-02,2.40E-02,1.70E-02,8.00E-03,8.00E-03,1.30E-02,2.80E-02,1.00E-02,1.10E-02,1.10E-02,2.00E-02,1.50E-02,1.70E-02,2.10E-02,2.10E-02,9.00E-03,1.10E-02,1.20E-02,1.00E-02,7.00E-03,4.00E-03,8.00E-03,9.00E-03,4.00E-03,4.00E-03,6.00E-03,1.40E-02,6.00E-03,9.00E-03,1.40E-02,2.80E-02,1.00E-02,1.10E-02,2.00E-02,1.00E-02,4.00E-03,4.00E-03,1.00E-02,1.50E-02,4.00E-03,5.00E-03,9.00E-03,9.00E-03,6.00E-03,8.00E-03,1.10E-02,1.70E-02,1.10E-02,1.10E-02,1.80E-02,1.60E-02,1.00E-02,6.00E-03,1.30E-02,1.70E-02,1.00E-02,1.30E-02,9.00E-03,1.40E-02,1.70E-02,1.40E-02,2.50E-02,7.56E-02,1.00E-01,COLD
3.90E-02,1.80E-02,1.90E-02,2.20E-02,1.80E-02,8.00E-03,3.00E-03,8.00E-03,1.70E-02,1.20E-02,1.50E-02,1.00E-02,1.40E-02,2.10E-02,1.50E-02,2.00E-02,2.30E-02,4.00E-03,1.80E-02,1.70E-02,1.00E-02,3.00E-03,7.00E-03,4.00E-03,8.00E-03,4.00E-03,4.00E-03,4.00E-03,1.30E-02,6.00E-03,1.20E-02,8.00E-03,1.70E-02,7.00E-03,8.00E-03,1.20E-02,1.20E-02,7.00E-03,3.00E-03,1.20E-02,5.00E-03,7.00E-03,8.00E-03,2.50E-02,1.00E-02,1.00E-02,1.30E-02,2.20E-02,2.00E-02,8.00E-03,9.00E-03,1.90E-02,2.20E-02,7.00E-03,8.00E-03,1.40E-02,1.40E-02,1.00E-02,1.80E-02,1.50E-02,2.00E-02,1.40E-02,1.70E-02,2.60E-02,7.40E-02,1.02E-01,COLD
3.00E-02,1.30E-02,2.10E-02,2.00E-02,1.20E-02,1.00E-02,8.00E-03,1.70E-02,1.80E-02,1.20E-02,9.00E-03,8.00E-03,1.90E-02,1.10E-02,1.80E-02,2.20E-02,1.60E-02,9.00E-03,1.10E-02,2.00E-02,1.40E-02,6.00E-03,5.00E-03,8.00E-03,4.00E-03,5.00E-03,7.00E-03,9.00E-03,1.60E-02,8.00E-03,1.00E-02,1.60E-02,2.40E-02,5.00E-03,7.00E-03,9.00E-03,1.50E-02,7.00E-03,5.00E-03,1.20E-02,8.00E-03,1.10E-02,6.00E-03,1.10E-02,9.00E-03,8.00E-03,7.00E-03,1.70E-02,1.40E-02,1.90E-02,8.00E-03,2.10E-02,1.40E-02,1.00E-02,8.00E-03,1.40E-02,1.60E-02,1.10E-02,1.40E-02,1.30E-02,1.70E-02,1.90E-02,2.00E-02,2.80E-02,8.00E-02,1.01E-01,COLD
1.80E-02,1.40E-02,1.70E-02,1.70E-02,1.20E-02,9.00E-03,8.00E-03,1.50E-02,1.00E-02,1.00E-02,1.00E-02,1.20E-02,1.80E-02,1.00E-02,1.30E-02,2.50E-02,1.80E-02,7.00E-03,9.00E-03,1.70E-02,1.30E-02,3.00E-03,3.00E-03,1.20E-02,6.00E-03,3.00E-03,7.00E-03,6.00E-03,1.40E-02,1.40E-02,9.00E-03,2.10E-02,1.40E-02,8.00E-03,8.00E-03,1.20E-02,9.00E-03,8.00E-03,2.00E-03,1.50E-02,1.30E-02,6.00E-03,9.00E-03,1.90E-02,1.10E-02,9.00E-03,1.10E-02,1.80E-02,1.60E-02,1.60E-02,1.00E-02,2.10E-02,1.60E-02,1.20E-02,9.00E-03,1.60E-02,1.10E-02,1.40E-02,2.20E-02,1.00E-02,2.00E-02,2.00E-02,2.40E-02,3.80E-02,7.60E-02,9.52E-02,COLD
2.80E-02,1.70E-02,2.20E-02,2.20E-02,1.40E-02,9.00E-03,9.00E-03,1.40E-02,2.20E-02,9.00E-03,9.00E-03,1.30E-02,2.10E-02,1.30E-02,1.80E-02,2.70E-02,2.20E-02,9.00E-03,9.00E-03,1.20E-02,1.30E-02,4.00E-03,4.00E-03,6.00E-03,9.00E-03,5.00E-03,5.00E-03,4.00E-03,1.40E-02,7.00E-03,1.00E-02,1.10E-02,2.00E-02,8.00E-03,1.30E-02,2.20E-02,8.00E-03,4.00E-03,5.00E-03,1.10E-02,1.10E-02,5.00E-03,5.00E-03,1.10E-02,1.10E-02,9.00E-03,8.00E-03,1.40E-02,1.90E-02,1.10E-02,1.00E-02,2.20E-02,1.80E-02,1.10E-02,5.00E-03,1.10E-02,2.10E-02,8.00E-03,1.30E-02,1.30E-02,1.80E-02,1.50E-02,2.00E-02,2.30E-02,8.23E-02,1.02E-01,COLD
2.40E-02,9.00E-03,1.80E-02,2.30E-02,1.40E-02,8.00E-03,1.00E-02,9.00E-03,1.80E-02,8.00E-03,1.10E-02,8.00E-03,2.20E-02,1.00E-02,3.30E-02,1.80E-02,1.50E-02,8.00E-03,8.00E-03,1.30E-02,8.00E-03,6.00E-03,6.00E-03,8.00E-03,1.00E-02,3.00E-03,6.00E-03,6.00E-03,1.30E-02,4.00E-03,1.10E-02,1.00E-02,2.30E-02,8.00E-03,1.30E-02,2.10E-02,1.20E-02,5.00E-03,4.00E-03,1.10E-02,1.30E-02,8.00E-03,1.00E-02,1.80E-02,1.00E-02,1.10E-02,1.80E-02,1.80E-02,1.30E-02,1.50E-02,7.00E-03,2.40E-02,8.00E-03,9.00E-03,6.00E-03,1.10E-02,2.40E-02,1.40E-02,2.20E-02,2.40E-02,1.50E-02,1.00E-02,2.20E-02,2.10E-02,8.04E-02,9.61E-02,COLD
3.20E-02,2.70E-02,1.80E-02,3.20E-02,3.20E-02,1.50E-02,8.00E-03,1.10E-02,2.00E-02,1.20E-02,9.00E-03,9.00E-03,1.60E-02,2.10E-02,1.00E-02,2.60E-02,4.40E-02,1.40E-02,1.90E-02,1.50E-02,1.50E-02,8.00E-03,5.00E-03,9.00E-03,7.00E-03,5.00E-03,5.00E-03,6.00E-03,1.10E-02,1.20E-02,8.00E-03,1.30E-02,1.60E-02,1.00E-02,7.00E-03,1.50E-02,1.70E-02,4.00E-03,2.00E-03,6.00E-03,1.20E-02,5.00E-03,6.00E-03,6.00E-03,8.00E-03,7.00E-03,4.00E-03,1.00E-02,1.80E-02,1.30E-02,6.00E-03,1.10E-02,2.80E-02,1.10E-02,7.00E-03,1.70E-02,1.00E-02,8.00E-03,9.00E-03,8.00E-03,1.30E-02,2.30E-02,1.40E-02,2.50E-02,7.03E-02,9.63E-02,COLD
3.30E-02,1.30E-02,1.80E-02,2.70E-02,1.40E-02,1.00E-02,5.00E-03,1.20E-02,1.50E-02,6.00E-03,1.00E-02,1.10E-02,1.50E-02,1.50E-02,2.00E-02,2.20E-02,2.40E-02,1.00E-02,9.00E-03,1.50E-02,1.60E-02,5.00E-03,7.00E-03,6.00E-03,5.00E-03,6.00E-03,5.00E-03,6.00E-03,1.20E-02,8.00E-03,1.00E-02,1.70E-02,2.00E-02,7.00E-03,7.00E-03,1.20E-02,9.00E-03,7.00E-03,5.00E-03,1.60E-02,1.00E-02,1.00E-02,8.00E-03,1.70E-02,1.10E-02,8.00E-03,1.40E-02,1.80E-02,1.40E-02,1.20E-02,8.00E-03,1.80E-02,1.90E-02,1.20E-02,5.00E-03,1.20E-02,1.60E-02,1.40E-02,2.30E-02,1.70E-02,1.40E-02,1.70E-02,2.50E-02,1.50E-02,7.73E-02,9.67E-02,COLD
3.60E-02,1.50E-02,3.00E-02,2.20E-02,1.80E-02,7.00E-03,1.50E-02,1.20E-02,2.70E-02,9.00E-03,1.30E-02,1.60E-02,1.40E-02,1.10E-02,1.80E-02,1.90E-02,2.50E-02,1.00E-02,9.00E-03,1.40E-02,1.20E-02,2.00E-03,2.00E-03,4.00E-03,9.00E-03,9.00E-03,2.00E-03,9.00E-03,1.00E-02,7.00E-03,1.10E-02,1.00E-02,2.90E-02,1.40E-02,1.70E-02,1.20E-02,1.10E-02,4.00E-03,5.00E-03,1.30E-02,1.40E-02,8.00E-03,3.00E-03,9.00E-03,9.00E-03,8.00E-03,1.30E-02,1.50E-02,1.30E-02,1.30E-02,8.00E-03,1.40E-02,1.70E-02,8.00E-03,8.00E-03,9.00E-03,2.10E-02,8.00E-03,1.50E-02,1.20E-02,1.50E-02,1.60E-02,1.40E-02,1.90E-02,7.94E-02,9.83E-02,COLD
4.70E-02,1.20E-02,2.80E-02,2.20E-02,1.20E-02,1.10E-02,4.00E-03,1.10E-02,2.00E-02,1.50E-02,1.40E-02,1.10E-02,1.90E-02,1.20E-02,2.10E-02,1.70E-02,1.50E-02,8.00E-03,1.30E-02,1.10E-02,1.50E-02,8.00E-03,6.00E-03,8.00E-03,9.00E-03,1.00E-03,3.00E-03,7.00E-03,9.00E-03,5.00E-03,1.10E-02,1.10E-02,2.80E-02,6.00E-03,1.10E-02,2.20E-02,1.00E-02,8.00E-03,1.00E-03,8.00E-03,1.90E-02,4.00E-03,1.00E-02,1.30E-02,9.00E-03,8.00E-03,9.00E-03,1.70E-02,2.00E-02,1.10E-02,9.00E-03,1.50E-02,1.10E-02,9.00E-03,1.00E-02,9.00E-03,1.90E-02,7.00E-03,1.80E-02,1.20E-02,1.70E-02,1.30E-02,1.60E-02,2.50E-02,7.89E-02,9.99E-02,COLD
3.50E-02,1.50E-02,2.70E-02,2.10E-02,1.30E-02,9.00E-03,6.00E-03,1.20E-02,2.40E-02,1.10E-02,1.10E-02,1.60E-02,1.70E-02,1.10E-02,1.90E-02,1.90E-02,2.10E-02,5.00E-03,1.20E-02,1.00E-02,1.00E-02,5.00E-03,6.00E-03,6.00E-03,8.00E-03,4.00E-03,4.00E-03,9.00E-03,8.00E-03,5.00E-03,1.20E-02,1.50E-02,2.70E-02,7.00E-03,1.30E-02,1.60E-02,9.00E-03,6.00E-03,5.00E-03,1.00E-02,9.00E-03,6.00E-03,8.00E-03,1.30E-02,1.10E-02,1.30E-02,1.30E-02,1.80E-02,1.60E-02,1.30E-02,1.00E-02,1.80E-02,1.50E-02,7.00E-03,8.00E-03,1.30E-02,2.20E-02,1.00E-02,1.30E-02,1.80E-02,2.10E-02,1.30E-02,1.70E-02,1.90E-02,7.95E-02,9.81E-02,COLD
1.40E-02,1.70E-02,1.90E-02,1.40E-02,1.50E-02,1.10E-02,8.00E-03,1.00E-02,9.00E-03,1.20E-02,1.80E-02,1.00E-02,6.00E-03,1.20E-02,2.90E-02,2.50E-02,2.40E-02,8.00E-03,1.60E-02,1.40E-02,1.30E-02,9.00E-03,3.00E-03,1.40E-02,8.00E-03,1.00E-03,6.00E-03,1.00E-03,1.50E-02,8.00E-03,1.40E-02,9.00E-03,1.40E-02,1.10E-02,8.00E-03,1.90E-02,1.60E-02,9.00E-03,2.00E-03,1.10E-02,1.40E-02,1.30E-02,1.60E-02,1.90E-02,1.20E-02,8.00E-03,1.00E-02,1.50E-02,1.40E-02,8.00E-03,5.00E-03,2.40E-02,1.70E-02,1.10E-02,3.00E-03,1.10E-02,2.20E-02,1.20E-02,2.20E-02,1.40E-02,1.70E-02,1.50E-02,1.60E-02,2.30E-02,8.25E-02,9.97E-02,COLD
1.70E-02,1.00E-02,1.20E-02,1.70E-02,8.00E-03,1.00E-02,2.10E-02,6.00E-03,8.00E-03,1.70E-02,6.00E-03,1.40E-02,2.70E-02,2.00E-03,2.50E-02,2.10E-02,1.40E-02,8.00E-03,1.90E-02,8.00E-03,1.90E-02,2.00E-03,4.00E-03,6.00E-03,6.00E-03,6.00E-03,8.00E-03,1.20E-02,8.00E-03,6.00E-03,8.00E-03,6.00E-03,1.20E-02,8.00E-03,4.00E-03,1.90E-02,1.20E-02,1.00E-02,6.00E-03,8.00E-03,8.00E-03,2.00E-03,6.00E-03,2.50E-02,1.20E-02,8.00E-03,1.40E-02,3.50E-02,1.40E-02,1.90E-02,1.00E-02,2.90E-02,1.00E-02,8.00E-03,2.00E-03,8.00E-03,2.10E-02,1.20E-02,2.10E-02,1.90E-02,2.50E-02,1.20E-02,2.50E-02,2.90E-02,8.14E-02,9.70E-02,COLD
2.60E-02,1.40E-02,1.60E-02,2.10E-02,1.50E-02,9.00E-03,6.00E-03,1.30E-02,1.40E-02,8.00E-03,9.00E-03,1.40E-02,1.70E-02,1.60E-02,1.70E-02,2.30E-02,1.60E-02,8.00E-03,1.20E-02,1.40E-02,1.00E-02,4.00E-03,7.00E-03,9.00E-03,6.00E-03,4.00E-03,5.00E-03,1.10E-02,1.20E-02,8.00E-03,1.60E-02,1.10E-02,2.20E-02,9.00E-03,8.00E-03,1.20E-02,9.00E-03,6.00E-03,5.00E-03,1.10E-02,1.20E-02,7.00E-03,7.00E-03,1.40E-02,1.30E-02,9.00E-03,1.10E-02,1.80E-02,1.30E-02,1.20E-02,9.00E-03,2.60E-02,1.60E-02,1.10E-02,9.00E-03,1.30E-02,1.90E-02,1.20E-02,1.80E-02,1.20E-02,1.80E-02,1.70E-02,1.70E-02,2.80E-02,8.13E-02,1.02E-01,COLD
1.60E-02,1.30E-02,1.00E-02,1.60E-02,9.00E-03,6.00E-03,8.00E-03,1.30E-02,1.00E-02,1.00E-02,7.00E-03,1.10E-02,1.30E-02,1.00E-02,1.80E-02,2.70E-02,1.50E-02,5.00E-03,1.10E-02,1.10E-02,8.00E-03,4.00E-03,5.00E-03,1.30E-02,6.00E-03,5.00E-03,9.00E-03,1.00E-02,1.60E-02,8.00E-03,1.60E-02,1.70E-02,1.30E-02,7.00E-03,7.00E-03,1.20E-02,1.30E-02,1.20E-02,6.00E-03,1.60E-02,9.00E-03,1.20E-02,1.00E-02,1.80E-02,1.10E-02,9.00E-03,9.00E-03,2.30E-02,1.20E-02,1.10E-02,1.00E-02,2.80E-02,1.10E-02,8.00E-03,1.10E-02,1.40E-02,1.30E-02,2.10E-02,2.30E-02,1.40E-02,2.20E-02,1.70E-02,2.80E-02,3.60E-02,7.84E-02,9.86E-02,COLD
3.00E-02,1.40E-02,2.00E-02,2.50E-02,1.20E-02,7.00E-03,1.00E-02,1.30E-02,2.20E-02,1.10E-02,1.00E-02,9.00E-03,2.30E-02,1.10E-02,2.30E-02,2.40E-02,1.50E-02,6.00E-03,1.10E-02,1.30E-02,1.00E-02,5.00E-03,5.00E-03,8.00E-03,8.00E-03,6.00E-03,4.00E-03,7.00E-03,1.00E-02,8.00E-03,9.00E-03,1.50E-02,2.60E-02,8.00E-03,1.10E-02,2.20E-02,1.10E-02,8.00E-03,4.00E-03,9.00E-03,1.40E-02,6.00E-03,3.00E-03,8.00E-03,6.00E-03,5.00E-03,8.00E-03,1.50E-02,1.80E-02,1.30E-02,9.00E-03,2.10E-02,1.30E-02,8.00E-03,6.00E-03,1.20E-02,2.40E-02,1.00E-02,1.30E-02,1.00E-02,2.20E-02,1.60E-02,1.70E-02,3.00E-02,8.45E-02,1.04E-01,COLD
2.90E-02,1.50E-02,1.90E-02,2.60E-02,1.50E-02,9.00E-03,8.00E-03,1.20E-02,1.80E-02,7.00E-03,1.20E-02,1.00E-02,1.60E-02,1.30E-02,2.00E-02,2.50E-02,2.30E-02,9.00E-03,1.00E-02,1.30E-02,1.20E-02,6.00E-03,4.00E-03,7.00E-03,7.00E-03,3.00E-03,5.00E-03,5.00E-03,7.00E-03,7.00E-03,1.10E-02,1.10E-02,2.10E-02,9.00E-03,1.00E-02,1.80E-02,1.00E-02,4.00E-03,3.00E-03,9.00E-03,1.20E-02,6.00E-03,1.00E-02,1.50E-02,1.00E-02,7.00E-03,8.00E-03,1.70E-02,1.60E-02,1.10E-02,6.00E-03,1.70E-02,1.80E-02,1.00E-02,6.00E-03,9.00E-03,2.20E-02,1.10E-02,1.70E-02,1.10E-02,1.60E-02,1.60E-02,2.20E-02,3.40E-02,8.40E-02,1.07E-01,COLD
2.80E-02,7.00E-03,1.80E-02,1.60E-02,1.30E-02,6.00E-03,3.00E-03,8.00E-03,1.00E-02,1.80E-02,8.00E-03,1.20E-02,9.00E-03,1.20E-02,1.40E-02,3.40E-02,2.10E-02,9.00E-03,1.00E-02,1.60E-02,1.20E-02,3.00E-03,4.00E-03,1.00E-02,8.00E-03,5.00E-03,6.00E-03,7.00E-03,5.00E-03,1.00E-02,1.50E-02,1.50E-02,1.10E-02,6.00E-03,1.00E-02,1.40E-02,1.50E-02,8.00E-03,8.00E-03,1.50E-02,1.30E-02,9.00E-03,9.00E-03,1.50E-02,1.20E-02,1.00E-02,6.00E-03,1.80E-02,9.00E-03,8.00E-03,9.00E-03,2.20E-02,1.70E-02,1.20E-02,1.20E-02,1.20E-02,1.00E-02,1.40E-02,2.30E-02,1.30E-02,2.20E-02,2.00E-02,2.50E-02,4.60E-02,7.72E-02,9.92E-02,COLD
